,Water_(g),Energy_(kcal),Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_(mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_(µg),Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_(µg),Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg)
Vit_A_(µg),0.011635895976572153,-0.02980587364996668,-0.021469144141649084,-0.020569148142302415,0.05088725624043718,0.002252651126721221,0.10708637897346547,0.002556789560105806,0.05173941355294477,0.13452222723048443,0.07439184669473053,0.02626354021289588,0.1307545536930199,-0.00878150880270493,0.02859607264844517,0.42196329005088556,0.25920288600196567,-0.0012972093084667627,0.1725348875392246,0.04159690502414543,0.29479053741329675,0.09699950048660821,0.16966361105246075,0.14876784185061492,0.11176442818513903,0.029134862803973878,0.18891990258106067,0.08235158926232773,0.04180383311280912,0.43337533263163724,1.0,0.6781846938378113,0.34743825485534074,0.49926784276184755,0.21000240971149306,0.020596868563364252,0.24140448555281394,0.06937166113523516,0.25958996125476747,0.15413030696564284,-0.031643787093292665,-0.021967089720918098,-0.003367177604076012,0.08575800944999559
Retinol_(µg),-0.027807013367734116,0.03500440524194982,0.04365481085448172,0.03373682094478671,0.012831351187211976,-0.005796385287257771,-0.019747268801754064,0.005626591128689147,0.026041818968339587,0.09279835374018333,0.012603975835901043,0.0628171792956919,0.011981621979782215,-0.003946763653680523,0.07861763378531016,0.5808572477010114,0.37438583084030697,0.057652697331137176,0.06929016750232453,0.05141633781210601,0.32696602545765946,0.15702505672534636,0.23261502503035153,0.12244212343556604,0.12201867006318239,0.052122326516332966,0.18464454357568183,0.10596721702355115,0.10459333921677685,0.5936308577157872,0.6781846938378113,1.0,-0.006023212332502678,-0.00912093833201083,-0.0026494459928882506,-0.007346942231913185,-0.007843257721510398,0.03325262387759414,0.3908102184134089,-0.0026746316315074486,0.02147579325804736,0.03301710241900101,0.022760208381103483,0.16296895752504284
Alpha_Carot_(µg),0.04281189551176312,-0.05366136998670969,-0.057549776239792114,-0.04122276236005889,0.010739587178804218,-0.0029520802314055555,0.06448832946916458,0.011454010476971976,-0.005539048865844005,-0.008932697768542566,0.003708408278760658,-0.025737262083995276,0.06306899880286859,-0.0018209717189484023,-0.028105898335943135,0.0033993663486518964,-0.0013156273101185567,-0.025930054863726362,0.09407569738367058,0.005643113065974517,-0.00893242313842479,-0.02400838660744908,-0.0060170691892832895,0.010099942283216245,-0.005112177498082469,-0.00807900796040881,0.011938012234923145,-0.0036736665786186173,-0.006856583673757803,-0.01968256036919577,0.34743825485534074,-0.006023212332502678,1.0,0.6347162143899562,0.09643992183935036,0.0036728822286556484,0.0623870210531034,0.020042395034456997,-0.008141394753096106,0.029216312379771778,-0.03543211149132629,-0.03544215438761594,-0.021302789057988637,-0.023019238681362547
Beta_Carot_(µg),0.06594833199390555,-0.08629693190279417,-0.09005021171015125,-0.05779462056318522,0.03304817740001932,-0.008998767632213644,0.14311594516138182,0.0070029081452550775,0.028753244443052235,0.024209705220247183,0.051942598101939005,-0.04264220557704185,0.12897250867277316,-0.009804335788331587,-0.04710578874735913,0.021328161221438203,0.003828364495773883,-0.0476503114471332,0.17722830146852017,-0.007071376862160783,0.004424115638815242,-0.038896079377305354,-0.007671416004124969,0.044704898104891394,0.011788213367758144,-0.01698730993841368,0.0723194314870614,0.006719877879902802,-0.015660948604245658,-0.03296467239655357,0.49926784276184755,-0.00912093833201083,0.6347162143899562,1.0,0.38957072161575607,0.06378431321487966,0.5237697939376016,0.0920437274714098,-0.013113021512825236,0.3369184330722161,-0.055681765387985686,-0.052662890903976765,-0.019870294899450882,-0.041795913373555774
Beta_Crypt_(µg),0.003167897381023069,-0.021632486191797855,-0.02962899326515954,-0.01526256498121515,0.028483376008441204,0.013915800442248915,0.12014229779047055,0.007455352006933466,0.008949351742832744,0.02813528903063103,0.03259534954178101,-0.007820701070235025,0.07878944113098425,0.0025071863198119168,-0.008519086591038479,0.01047071179865761,0.0031794772797387847,-0.014816421956035573,0.02227106242699687,-0.0007904339166477744,0.019385129280186368,0.005342438848227188,0.0035767172708084244,0.05789558881033234,-0.00047003389319206465,-0.008228362452573202,0.015170079578717147,-0.003020113645014663,0.005259237522277133,-0.012453328459522649,0.21000240971149306,-0.0026494459928882506,0.09643992183935036,0.38957072161575607,1.0,0.0036532973486526578,0.22098483484443948,0.12081365107718768,-0.004472464547788996,0.03377736795954786,-0.018570657123368937,-0.01969738970487177,0.007139800801193392,-0.013346429154123322
Lycopene_(µg),0.038339113109067104,-0.05179204600316862,-0.054798510775227446,-0.04083718044451049,0.03747120717295329,-0.0019885031923319524,0.024726664671187587,0.022669924829949728,-0.007868741850074294,-0.01434260421890371,0.006386924163412292,-0.02745251984888085,0.0671904466276338,0.006291599691569717,-0.032918941973544065,0.014883508281670363,-0.0016969266726985252,-0.021528773846830607,0.017561337972341138,-0.008121211596508983,-0.014789068410817454,-0.019221808188404136,0.0010682455495151103,-0.021820606188410516,-0.01104525643790475,-0.010601308115354098,0.0006408296409634997,-0.009510926397564496,-0.010879378822869044,-0.020737136778782368,0.020596868563364252,-0.007346942231913185,0.0036728822286556484,0.06378431321487966,0.0036532973486526578,1.0,0.010075545012127355,0.020901987743911353,-0.009866918648101436,0.0018773660556285696,-0.034386452657255664,-0.034975792509540554,-0.022304654169336455,-0.025075100263532872
Lut+Zea_ (µg),0.07277986618405625,-0.08887092522768311,-0.08152316562531343,-0.06164284296483513,0.01053142596320204,-0.015369240082820299,0.09695832651921305,-0.017141575722572293,0.03936874789100692,0.028112412052192507,0.05557953922205513,-0.03535115914373721,0.06949136260113993,-0.016134743219907183,-0.02814539777965917,0.010814187273968281,0.0030986750793152323,-0.037050896492548925,0.07055270327963596,-0.004592936896768907,0.01075457167708454,-0.03373133312447401,-0.014746872349450595,0.024571314296566893,0.045429178073299076,0.014085585237794074,0.09290022535784717,0.041983041393521825,0.008280092996823115,-0.028742661316504887,0.24140448555281394,-0.007843257721510398,0.0623870210531034,0.5237697939376016,0.22098483484443948,0.010075545012127355,1.0,0.05695068361569543,-0.008022057694187538,0.5871401174303245,-0.05651542726736768,-0.054267033582904654,-0.0270487549928597,-0.030275850860819208
Vit_E_(mg),-0.2317616935062663,0.303858244101925,-0.028481880931037585,0.33769928939040444,0.05489030104364251,0.07208071148064461,0.15337395428121373,0.06653129133979671,0.11655812948135884,0.16612776403445126,0.19885378778856627,0.07181160169039215,0.050565640970949545,0.00721809542337367,0.1688520922207574,0.07823213038362706,0.10099360920606237,0.017723986404692433,0.056574110433577726,0.11624852676270286,0.15723898112913992,0.1944619861515688,0.31877197032253807,0.28816634024424,0.2065396994976904,0.18041340382935242,0.057523951155655534,0.18489247351414836,0.03423473902261887,0.060210396577280785,0.06937166113523516,0.03325262387759414,0.020042395034456997,0.0920437274714098,0.12081365107718768,0.020901987743911353,0.05695068361569543,1.0,0.06467516705255523,0.09387679629177435,0.13673029613885634,0.328032299809465,0.39230747834239643,-0.03798984963020923
Vit_D_(µg),-0.05798391269830042,0.07498081188545486,0.018184867535924337,0.07314032410549108,0.022576813676710942,0.014611886139330024,-0.011303036485859036,0.054585238352246525,0.06734813965355702,0.08053460699275174,0.017618518977090825,0.0406291429962787,0.01388871586057157,0.004252475161959013,0.057243129259033264,0.007333048341721449,0.028026333613478057,0.031244907111868465,0.012945629411496849,0.06026358787378214,0.0914605549572587,0.10263951949332131,0.07751902849158727,0.10460995883051935,0.07869034304474141,0.09153319385412266,-0.015253585567769842,0.08109109666560206,0.09367164960737166,0.05103085105508812,0.25958996125476747,0.3908102184134089,-0.008141394753096106,-0.013113021512825236,-0.004472464547788996,-0.009866918648101436,-0.008022057694187538,0.06467516705255523,1.0,1.6685432787717712e-05,0.04431589352407441,0.08022726964951135,0.05296433375833692,0.06419933616471572
Vit_K_(µg),0.02077111459884916,-0.02411480273029001,-0.07197259439228326,0.015055389398009256,0.062480450471870584,-0.01140287533665025,0.15516087915788818,-0.01482575649835725,0.1716396779724203,0.17538709115557577,0.1574300430869701,-0.028871155745677314,0.12246029647306879,-0.012106767441309606,-0.02129844082151396,0.04035398237119478,0.027749718792699506,-0.03911533692488865,0.07019743315522513,-0.009898415109955937,0.012597510634805907,-0.03848110690475628,-0.011291569681632582,0.025314292528422617,0.04295914629182077,-0.012235194815922133,0.13605200189649955,0.03061497923105699,0.008079921115070466,-0.03298113598443764,0.15413030696564284,-0.0026746316315074486,0.029216312379771778,0.3369184330722161,0.03377736795954786,0.0018773660556285696,0.5871401174303245,0.09387679629177435,1.6685432787717712e-05,1.0,-0.0075197043079354795,0.004781403509549463,0.05599908187385376,-0.042056354129547044
FA_Sat_(g),-0.36796010829478754,0.6191185163974036,0.05252981311418853,0.764602979601538,-0.02350997682504722,-0.043835373778114965,-0.07566319763419192,0.06864954839659652,0.03485706507463995,-0.0522886940547739,-0.017668008655670565,0.03364453224085461,-0.05301598634303091,-0.0008889972667036522,0.03052213689035029,-0.0005994587609096661,-0.012756252555416446,0.01728552228092851,-0.04675891542092628,-0.03722275693762046,-0.028601496968974165,-0.041443208995010576,-0.006600451959984444,-0.05961065958542583,-0.06410800336065979,-0.04347289117062851,-0.06569918853210603,-0.06124906200258275,0.04571396745366165,-0.009052254740148475,-0.031643787093292665,0.02147579325804736,-0.03543211149132629,-0.055681765387985686,-0.018570657123368937,-0.034386452657255664,-0.05651542726736768,0.13673029613885634,0.04431589352407441,-0.0075197043079354795,1.0,0.5202241335776234,0.267312769285291,0.09123085155357522
FA_Mono_(g),-0.39059803580748764,0.676569394730923,0.09427608163356933,0.868513657859697,-0.0019012595654065,-0.09612697009171425,-0.030788746914468916,-0.06334641830705176,-0.008598432809853711,-0.03502456061829345,0.09151398328372581,0.07148815335603777,-0.016727146929911004,0.00791077319069629,0.059837553237019454,0.04961873287178022,0.002982914704911671,0.0587520027202446,-0.05203647689498097,-0.0034958141925534036,-0.026885414473323727,0.007742169461138501,0.011143163480414517,-0.024056262887573995,-0.05128450539500252,-0.04366435954786804,-0.02426702268776505,-0.04881697384630843,0.07127781759933792,-0.015518922817189059,-0.021967089720918098,0.03301710241900101,-0.03544215438761594,-0.052662890903976765,-0.01969738970487177,-0.034975792509540554,-0.054267033582904654,0.328032299809465,0.08022726964951135,0.004781403509549463,0.5202241335776234,1.0,0.5738478468826772,0.08117586739046583
FA_Poly_(g),-0.39931696360551705,0.5951910553305012,-0.039388646579350345,0.7039619197561553,0.016657710559799883,0.0548485764931667,0.07360292548296585,-0.00523185182143291,0.0100340746612073,0.0020107268946034274,0.14840262163307932,0.07949265286577203,-0.010017794492928108,0.03203451705591765,-0.022375933079767384,0.0752519442397533,0.013925249056087963,0.01786206517026136,-0.03224813209711869,0.060433090352217354,-0.016953144671787233,-0.006826228875718621,0.014886520949166617,-0.007303596034462147,0.019129838903319468,-0.01751882216285841,0.03804989946455233,-0.005224115822276048,-0.0063906505499335626,-0.04158450494749416,-0.003367177604076012,0.022760208381103483,-0.021302789057988637,-0.019870294899450882,0.007139800801193392,-0.022304654169336455,-0.0270487549928597,0.39230747834239643,0.05296433375833692,0.05599908187385376,0.267312769285291,0.5738478468826772,1.0,-0.010235495235418224
Cholestrl_(mg),0.05534759622981984,0.015089662324880444,0.29024463460831257,0.08722885129151609,-0.0063889346312967195,-0.21973495656115438,-0.14582444136433556,-0.13626281912735505,-0.03723280962857344,0.005995185918721202,-0.06153155917485044,0.14431931400573797,0.004088044826962968,-0.019293026615038705,0.11943148035640859,0.11329097270538496,0.0022250253986702004,0.2140781846407767,-0.02842284148176405,-0.03525308870433744,0.1293082817158456,0.08317914006717245,0.18057971619413973,0.03453471051112496,-0.032705980823872494,-0.051737349515756266,0.05377999373030097,-0.03124992062042271,0.38849922372135465,0.322146294855855,0.08575800944999559,0.16296895752504284,-0.023019238681362547,-0.041795913373555774,-0.013346429154123322,-0.025075100263532872,-0.030275850860819208,-0.03798984963020923,0.06419933616471572,-0.042056354129547044,0.09123085155357522,0.08117586739046583,-0.010235495235418224,1.0
